video_id;title;description;published_at;channel_id;channel_title;category_id;live_broadcast_content;view_count;like_count;comment_count;favorite_count;duration;dimension;definition;caption;licensed_content;projection
27YP6n6pDh0;The FASTEST Way to Learn to Code & Get a Job;"Ready to change your life? Learn how ordinary people transformed their careers with coding and landed high-paying tech jobs in a year. Step-by-step system inside!

✋ Stay connected

- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

📖 Chapters

00:05 - Meet people who transformed their lives with code
00:59 - The coding trap that's slowing you down
01:28 - Your dream tech job: how to choose
01:44 - The roadmap to your coding success
02:07 - The right way to learn coding
02:52 - How to practice
03:37 - How to impress employers
03:56 - How to prepare for interviews
05:00 - Your job search action plan

#codingjourney #learntocode #leetcode  #programming #coding #techinsider";2024-04-09T13:00:06Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
pTB0EiLXUC8;Object-Oriented Programming, Simplified;"4 pillars of object-oriented programming: encapsulation, abstraction, inheritance and polymorphism. 

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

✋ Stay connected

- Complete courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/";2018-03-30T00:24:17Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
23AOrSN-wmI;JavaScript Constructor Functions;"JavaScript Constructor Functions made simple.

🔥Get the COMPLETE course (83% OFF - LIMITED TIME ONLY): http://bit.ly/2M1sp4B


Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-05-15T22:30:14Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
yye7rSsiV6k;The Complete App Development Roadmap;"Go from zero to a mobile app developer in 12 months. This step-by-step roadmap covers the essential skills and latest technologies to become an app developer. 

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

Download the FREE roadmap PDF here: https://mosh.link/mobile-roadmap

✋ Stay connected

- Complete courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

🔗 Other roadmaps

https://youtu.be/Tef1e9FiSR0?si=QpVnZ_o9-DAXzT71
https://youtu.be/OeEHJgzqS1k?si=qd0ZIqAzUpZQn6BX

📚 Tutorials 

https://youtu.be/W6NZfCO5SIk?si=yS0lQXyy3qwQF3DA
https://youtu.be/8JJ101D3knE?si=OGTuS35LQqSunuhh
https://youtu.be/BBpAmxU_NQo?si=dm-ZCPxVBYWS1Qhn
https://youtu.be/NU_1StN5Tkk?si=gsMONPdgxouQOolu
https://youtu.be/SqcY0GlETPk?si=O93IXejTVuh_5cbY
https://youtu.be/0-S5a0eXPoc?si=yP7qia07NN2FMeS2


📖 Chapters

00:00 - Introduction
00:08 - Native vs Cross-platform Development
04:08 - Languages
04:57 - Version control (Git)
05:25 - Data structures & algorithms 
06:12 - Design patterns 
07:14 - Mobile frameworks

#appdevelopment #coding #programming";2024-07-04T13:01:03Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
nKzEJWbkPbQ;Insertion Sort Algorithm Made Simple [Sorting Algorithms];"Learn to implement the Insertion Sort algorithm and ace your coding interview.
👍Subscribe for more data structure and algorithm tutorials like this: https://goo.gl/6PYaGF
🚀Get the full data structures and algorithms course: https://bit.ly/2YfL3zr

CONNECT WITH ME

My Courses: http://codewithmosh.com
My Blog: http://programmingwithmosh.com
My Facebook: https://www.facebook.com/programmingwithmosh
My Twitter: https://twitter.com/moshhamedani

Data Structures and Algorithms is an essential topic taught to computer science and software engineering students to help them learn logical thinking and problem solving. That's why a lot of companies these days ask data structure and algorithm questions in their interviews. Sorting algorithms are particularly important. Even though you never have to implement a sorting algorithm in real life, studying and understanding these algorithms help you become better solving larger, more complex problems.";2020-06-29T13:00:11Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
s9wW2PpJsmQ;JavaScript Loops;"JavaScript loops made simple. 

🔥Get the COMPLETE course (83% OFF - LIMITED TIME ONLY): http://bit.ly/2M1sp4B


Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-05-15T22:32:25Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
XgSjoHgy3Rk;JavaScript Let vs Var vs Constant | Mosh;"JavaScript Let vs Var vs Constant - 

🔥Get the COMPLETE course (83% OFF - LIMITED TIME ONLY): http://bit.ly/2KZea52

Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-05-15T22:52:37Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
jpegXpQpb3o;JavaScript Factory Functions;"JavaScript factory functions made simple. 

🔥Get the COMPLETE course (83% OFF - LIMITED TIME ONLY): http://bit.ly/2M1sp4B


Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-05-15T22:28:47Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
OeEHJgzqS1k;The Complete Backend Developer Roadmap;"Go from zero to a backend developer in 12 months. This step-by-step roadmap covers the essential skills and latest technologies to become a backend developer in 2024. 

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

Download the FREE roadmap PDF here: https://mosh.link/backend-roadmap

✋ Stay connected

- Complete courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

🔗 Other roadmaps

https://youtu.be/Tef1e9FiSR0?si=QpVnZ_o9-DAXzT71
https://youtu.be/yye7rSsiV6k?si=4ZIpjrqeU0fJk7os

📚 Tutorials 

https://youtu.be/_uQrJ0TkZlc?si=QA5qvbvk60uP-7Gu
https://youtu.be/eIrMbAQSU34?si=PmdmS1vo9Gp4yRxR
https://youtu.be/8JJ101D3knE?si=OGTuS35LQqSunuhh
https://youtu.be/BBpAmxU_NQo?si=dm-ZCPxVBYWS1Qhn
https://youtu.be/NU_1StN5Tkk?si=gsMONPdgxouQOolu
https://youtu.be/7S_tz1z_5bA?si=wUNE0zrN_6uWrO7d
https://youtu.be/rHux0gMZ3Eg?si=w1h0R4U8freF5xPT


📖 Chapters

00:00 - Introduction
00:08 - Programming languages 
02:48 - Version control (Git)
03:16 - Data structures & algorithms 
04:03 - Design patterns 
05:10 - Databases
07:00 - Web frameworks
08:02 - Additional skills 

#programming #webdevelopment #backend #coding";2024-06-11T13:00:30Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
6GQRb4fGvtk;The Complete DevOps Roadmap;"Go from zero to a DevOps Engineer in 10-14 months. This step-by-step roadmap covers the essential skills you need to become a DevOps Engineer in 2024. 

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

Download the FREE roadmap PDF here: https://mosh.link/devops-roadmap

✋ Stay connected

- Complete courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

📚 Tutorials 

https://youtu.be/_uQrJ0TkZlc?si=ZhlCrQs1SkaPNVa8
https://youtu.be/8JJ101D3knE?si=OGTuS35LQqSunuhh
https://youtu.be/pTFZFxd4hOI?si=DkijlBq9w076bm2l

📖 Chapters

00:00 - Introduction
00:25 - Linux Fundamentals
00:59 - Networking Concepts
01:38 - Git
02:03 - Programming Languages
03:03 - Cloud Providers
03:36 - Containerization
04:04 - Continuous Integration/Continuous Deployment (CI/CD)
04:51 - Container Orchestration
05:28 - Networking & Infrastructure Services 
06:00 - Configuration Management 
06:26 - Infrastructure as Code (IaC)
07:04 - Monitoring & Logging

#devops";2024-08-15T13:00:08Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
bshe96X5KkA;AI Course for Developers - Build AI-Powered Apps;"❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

✋ Stay connected:
- Full Courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/";2025-08-26T12:30:47Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
bl98dm7vJt0;JavaScript Getters and Setters | Mosh;"JavaScript Getters and Setters

🔥Get the COMPLETE course (83% OFF - LIMITED TIME ONLY): http://bit.ly/2M1sp4B

Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-05-15T22:34:23Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
g1C40tDP0Bk;JavaScript Array Reduce;"JavaScript Array Reduce

🔥Get the COMPLETE course (83% OFF - LIMITED TIME ONLY): http://bit.ly/2KZea52

Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-05-15T22:51:34Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
uJLwnsLn0_Q;Bubble Sort in Plain English;"Learn to implement the Bubble Sort algorithm and ace your coding interview.
👍Subscribe for more data structure and algorithm tutorials like this: https://goo.gl/6PYaGF
🚀Get the full data structures and algorithms course: https://bit.ly/2YfL3zr

CONNECT WITH ME

My Courses: http://codewithmosh.com
My Blog: http://programmingwithmosh.com
My Facebook: https://www.facebook.com/programmingwithmosh
My Twitter: https://twitter.com/moshhamedani

Data Structures and Algorithms is an essential topic taught to computer science and software engineering students to help them learn logical thinking and problem solving. That's why a lot of companies these days ask data structure and algorithm questions in their interviews. Sorting algorithms are particularly important. Even though you never have to implement a sorting algorithm in real life, studying and understanding these algorithms help you become better solving larger, more complex problems.";2020-06-22T13:00:10Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
Tef1e9FiSR0;The Complete Frontend Developer Roadmap;"Go from zero to a frontend developer in 12 months. This step-by-step roadmap covers the essential skills and latest technologies to become a frontend developer in 2024. 

Download the FREE roadmap PDF here: https://mosh.link/frontend-roadmap

✋ Stay connected

- Complete courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

🔗 Other roadmaps

https://youtu.be/OeEHJgzqS1k?si=aR1w8WMfdDQxx3wE
https://youtu.be/yye7rSsiV6k?si=4ZIpjrqeU0fJk7os

📚 Tutorials 

https://youtu.be/qz0aGYrrlhU?si=8d3Q5kiE83nMJZAG
https://youtu.be/W6NZfCO5SIk?si=WXcgkjHSsGFyXZC2
https://youtu.be/d56mG7DezGs?si=Bng_nVPU7VQrxaa7
https://youtu.be/8JJ101D3knE?si=OGTuS35LQqSunuhh
https://youtu.be/SqcY0GlETPk?si=hbktR9plzOgfuvpZ
https://youtu.be/ZVnjOPwW4ZA?si=VG6XInWdFW8d0Sog
https://youtu.be/zuKbR4Q428o?si=U_e5ITtUGFptQoqw
https://youtu.be/0-S5a0eXPoc?si=1l1qX0YwbQN7BEuo

📖 Chapters

00:00 - Introduction
00:23 - Basics of web development
00:56 - How long it takes to become a front-end developer
01:10 - The complete front-end roadmap (PDF)
01:33 - Basics of front-end development 
03:33 - Version control (Git)
03:53 - TypeScript 
04:18 - UI libraries/frameworks
05:41 - CSS preprocessors
06:22 - CSS frameworks 
07:01 - Automated testing frameworks
07:43 - Meta-frameworks
08:20 - Mobile development 

#programming #webdevelopment #frontend #coding";2024-05-28T13:00:06Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
aQ8YkJrAbzE;C# Interfaces Explained in Simple Terms | Mosh;"C# Interfaces Tutorial 

🔥Get the COMPLETE course: http://bit.ly/2LhL39u

SUBSCRIBE FOR MORE VIDEOS!
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

STAY IN TOUCH
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2017-11-08T20:32:06Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
gvicrj31JOM;JavaScript this Keyword;"JavaScript this Keyword

🔥Get my complete JavaScript course: http://bit.ly/2M1sp4B

Subscribe for more videos: 
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

Want to learn more from me? Check out my blog and courses: 

Courses: https://codewithmosh.com
Blog: https://programmingwithmosh.com 
Facebook: https://www.facebook.com/programmingwithmosh/
Twitter: https://twitter.com/moshhamedani";2018-05-15T22:47:58Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
GxmfcnU3feo;The Complete Web Development Roadmap;"Go from zero to a full stack web developer in 12 months. This step-by-step roadmap covers the essential skills and latest technologies to become a web developer in 2024. 

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

Download the FREE roadmap PDF here: https://mosh.link/web-roadmap

✋ Stay connected

- Complete courses: https://codewithmosh.com
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

🔗 Other roadmaps

https://youtu.be/7IgVGSaQPaw?si=nBuvDkGY314211WM
https://youtu.be/yye7rSsiV6k?si=NNyTV354jvuKVzpu

📚 Backend Tutorials 

https://youtu.be/_uQrJ0TkZlc?si=QA5qvbvk60uP-7Gu
https://youtu.be/eIrMbAQSU34?si=PmdmS1vo9Gp4yRxR
https://youtu.be/8JJ101D3knE?si=OGTuS35LQqSunuhh
https://youtu.be/BBpAmxU_NQo?si=dm-ZCPxVBYWS1Qhn
https://youtu.be/NU_1StN5Tkk?si=gsMONPdgxouQOolu
https://youtu.be/7S_tz1z_5bA?si=wUNE0zrN_6uWrO7d
https://youtu.be/rHux0gMZ3Eg?si=w1h0R4U8freF5xPT

📚 Frontend Tutorials 

https://youtu.be/qz0aGYrrlhU?si=8d3Q5kiE83nMJZAG
https://youtu.be/W6NZfCO5SIk?si=WXcgkjHSsGFyXZC2
https://youtu.be/d56mG7DezGs?si=Bng_nVPU7VQrxaa7
https://youtu.be/8JJ101D3knE?si=OGTuS35LQqSunuhh
https://youtu.be/SqcY0GlETPk?si=hbktR9plzOgfuvpZ
https://youtu.be/ZVnjOPwW4ZA?si=VG6XInWdFW8d0Sog
https://youtu.be/zuKbR4Q428o?si=U_e5ITtUGFptQoqw
https://youtu.be/0-S5a0eXPoc?si=1l1qX0YwbQN7BEuo

📖 Chapters

00:00 - Web Development 
01:04 - Back-end Development 
08:58 - Front-end Development 

#programming #webdevelopment #coding";2024-07-25T13:00:16Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
ZqDtPFrUonQ;C# Classes Tutorial | Mosh;"Learn and understand classes in C#

🔥Get the COMPLETE Course: http://bit.ly/2LhL39u

SUBSCRIBE FOR MORE VIDEOS!
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA?sub_confirmation=1

STAY IN TOUCH
https://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2017-11-08T18:49:27Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;22;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
94UHCEmprCY;Python For Loops - Python Tutorial for Absolute Beginners;"Python for loops. Learn Python basics with this Python tutorial for absolute beginners.
🔥Subscribe for more videos like this: https://goo.gl/6PYaGF
🔥Python tutorial for beginners: https://youtu.be/yE9v9rt6ziw

Python Exercises for Beginners: 
https://programmingwithmosh.com/python/python-exercises-and-questions-for-beginners/

Python Cheat Sheet: 
https://programmingwithmosh.com/python/python-3-cheat-sheet/


Want to learn more from me? Check out my blog and courses: 

http://programmingwithmosh.com 
https://www.facebook.com/programmingwithmosh/
https://twitter.com/moshhamedani";2018-11-05T15:00:00Z;UCWv7vMbMWH4-V0ZXdmDpPBA;Programming with Mosh;27;none;0;0;0;0;PT0S;N/A;N/A;false;False;rectangular
